date,value,closed,closed_fixed,warty,hoary,breezy,dapper,edgy,feisty,gutsy,hardy,intrepid,jaunty,karmic,lucid,maverick,natty,oneiric,precise,quantal
2009-04-19,76739,173995,92061,1032,1851,2966,5332,1769,3949,6024,9909,17488,26419,0,0,0,0,0,0,0
2009-04-20,76871,174126,92116,1032,1851,2966,5331,1769,3944,6011,9882,17471,26614,0,0,0,0,0,0,0
2009-04-21,76934,174370,92236,1032,1850,2966,5329,1768,3942,6003,9869,17453,26722,0,0,0,0,0,0,0
2009-04-22,77072,174596,92341,1032,1850,2966,5328,1768,3937,5995,9832,17421,26943,0,0,0,0,0,0,0
2009-04-23,77197,174767,92401,1032,1850,2965,5327,1767,3935,5993,9819,17394,27100,15,0,0,0,0,0,0
2009-04-24,77388,174863,92436,1032,1850,2965,5327,1767,3933,5988,9810,17380,27060,276,0,0,0,0,0,0
2009-04-25,77706,175005,92474,1032,1850,2965,5326,1765,3932,5986,9805,17358,26993,694,0,0,0,0,0,0
2009-04-26,78020,175082,92494,1032,1850,2965,5325,1764,3929,5983,9798,17354,26969,1051,0,0,0,0,0,0
2009-04-27,78338,175157,92517,1032,1850,2964,5325,1763,3928,5983,9796,17343,26937,1417,0,0,0,0,0,0
2009-04-28,78542,175422,92599,1032,1849,2964,5322,1762,3922,5973,9780,17320,26801,1817,0,0,0,0,0,0
2009-04-29,78679,175753,92713,1032,1849,2963,5318,1762,3915,5965,9753,17277,26644,2201,0,0,0,0,0,0
2009-04-30,78718,176134,92897,1032,1849,2963,5317,1761,3912,5957,9722,17228,26484,2493,0,0,0,0,0,0
2009-05-01,78900,176294,92964,1031,1849,2959,5316,1756,3908,5954,9712,17214,26427,2774,0,0,0,0,0,0
2009-05-02,79109,176399,93000,1030,1849,2959,5316,1755,3903,5950,9707,17198,26390,3052,0,0,0,0,0,0
2009-05-03,79301,176457,93025,1030,1849,2959,5316,1755,3900,5948,9702,17195,26371,3276,0,0,0,0,0,0
2009-05-04,79481,176539,93049,1030,1849,2959,5316,1755,3898,5935,9696,17186,26343,3514,0,0,0,0,0,0
2009-05-05,79558,176816,93223,1030,1848,2959,5314,1755,3898,5910,9685,17158,26265,3736,0,0,0,0,0,0
2009-05-06,79718,176966,93293,1030,1848,2959,5314,1755,3898,5897,9667,17142,26224,3984,0,0,0,0,0,0
2009-05-07,79757,177288,93438,1030,1848,2958,5311,1755,3892,5851,9609,17122,26163,4218,0,0,0,0,0,0
2009-05-08,79738,177613,93495,1030,1848,2958,5309,1750,3873,5833,9529,17064,26085,4459,0,0,0,0,0,0
2009-05-09,79786,177810,93563,1030,1848,2958,5308,1750,3873,5831,9526,17031,26003,4628,0,0,0,0,0,0
2009-05-10,79941,177907,93621,1030,1847,2958,5308,1749,3872,5829,9525,17024,25975,4824,0,0,0,0,0,0
2009-05-11,80067,178034,93652,1030,1847,2958,5308,1749,3870,5821,9518,17004,25926,5036,0,0,0,0,0,0
2009-05-12,80125,178300,93796,1030,1847,2958,5307,1748,3869,5813,9507,16970,25828,5248,0,0,0,0,0,0
2009-05-13,80039,178665,93941,1030,1847,2958,5306,1748,3865,5806,9485,16868,25720,5406,0,0,0,0,0,0
2009-05-14,80028,178953,94081,1030,1847,2958,5306,1747,3859,5796,9463,16813,25592,5617,0,0,0,0,0,0
2009-05-15,79927,179302,94222,1030,1847,2958,5304,1745,3856,5787,9450,16774,25444,5732,0,0,0,0,0,0
2009-05-16,80043,179415,94272,1030,1847,2958,5303,1745,3854,5783,9442,16766,25397,5918,0,0,0,0,0,0
2009-05-17,80196,179485,94315,1030,1846,2958,5301,1745,3854,5782,9440,16758,25383,6099,0,0,0,0,0,0
2009-05-18,80302,179612,94383,1030,1846,2958,5301,1744,3853,5781,9439,16752,25343,6255,0,0,0,0,0,0
2009-05-19,80370,179748,94462,1030,1846,2958,5300,1744,3848,5771,9436,16749,25315,6373,0,0,0,0,0,0
2009-05-20,80503,179818,94487,1030,1846,2958,5299,1744,3846,5754,9429,16740,25303,6554,0,0,0,0,0,0
2009-05-21,80610,179917,94543,1030,1846,2957,5298,1741,3845,5738,9426,16733,25276,6720,0,0,0,0,0,0
2009-05-22,80778,179964,94565,1030,1846,2957,5298,1741,3845,5729,9423,16727,25264,6918,0,0,0,0,0,0
2009-05-23,80908,180009,94578,1030,1846,2957,5298,1741,3844,5728,9423,16722,25259,7060,0,0,0,0,0,0
2009-05-24,81013,180069,94615,1030,1846,2957,5298,1741,3841,5728,9419,16714,25245,7194,0,0,0,0,0,0
2009-05-25,81110,180147,94641,1030,1846,2957,5298,1739,3823,5714,9408,16710,25237,7348,0,0,0,0,0,0
2009-05-26,81208,180223,94674,1030,1846,2957,5298,1738,3820,5711,9401,16702,25211,7494,0,0,0,0,0,0
2009-05-27,81272,180331,94726,1030,1846,2957,5297,1736,3817,5708,9393,16689,25175,7624,0,0,0,0,0,0
2009-05-28,81395,180443,94761,1030,1846,2957,5297,1736,3815,5705,9390,16674,25125,7820,0,0,0,0,0,0
2009-05-29,81500,180539,94813,1030,1846,2957,5297,1736,3815,5699,9387,16668,25095,7970,0,0,0,0,0,0
2009-05-30,81548,180658,94860,1030,1845,2957,5296,1736,3814,5694,9384,16657,25051,8084,0,0,0,0,0,0
2009-05-31,81623,180722,94881,1030,1845,2957,5296,1736,3814,5687,9381,16644,25036,8197,0,0,0,0,0,0
2009-06-01,81720,180778,94912,1030,1845,2957,5296,1735,3813,5676,9378,16641,25027,8322,0,0,0,0,0,0
2009-06-02,81701,181029,95053,1030,1845,2956,5291,1730,3812,5671,9374,16618,24984,8390,0,0,0,0,0,0
2009-06-03,81737,181223,95167,1030,1845,2956,5289,1727,3808,5652,9368,16594,24931,8537,0,0,0,0,0,0
2009-06-04,81788,181426,95287,1030,1845,2953,5286,1727,3803,5642,9353,16584,24874,8691,0,0,0,0,0,0
2009-06-05,81865,181563,95372,1030,1845,2953,5284,1727,3803,5639,9348,16573,24838,8825,0,0,0,0,0,0
2009-06-06,81924,181713,95477,1030,1845,2953,5283,1727,3802,5634,9340,16566,24811,8933,0,0,0,0,0,0
2009-06-07,81988,181800,95523,1030,1845,2953,5283,1727,3799,5633,9334,16552,24787,9045,0,0,0,0,0,0
2009-06-08,82067,181890,95574,1030,1845,2953,5279,1725,3795,5631,9331,16534,24768,9176,0,0,0,0,0,0
2009-06-09,82071,182144,95681,1030,1845,2953,5277,1724,3794,5627,9323,16500,24708,9290,0,0,0,0,0,0
2009-06-10,81933,182534,95842,1029,1845,2953,5275,1724,3787,5614,9296,16415,24586,9409,0,0,0,0,0,0
2009-06-11,81921,182757,95917,1029,1845,2953,5274,1724,3784,5602,9268,16361,24564,9517,0,0,0,0,0,0
2009-06-12,81937,183038,96035,1029,1845,2952,5274,1724,3782,5601,9254,16343,24447,9686,0,0,0,0,0,0
2009-06-13,81975,183236,96158,1029,1845,2952,5269,1720,3779,5595,9242,16321,24401,9822,0,0,0,0,0,0
2009-06-14,82023,183364,96191,1029,1845,2952,5269,1720,3778,5591,9233,16290,24361,9955,0,0,0,0,0,0
2009-06-15,82140,183425,96224,1029,1845,2951,5269,1720,3776,5587,9229,16285,24347,10102,0,0,0,0,0,0
2009-06-16,82200,183654,96347,1029,1845,2951,5267,1719,3775,5582,9222,16269,24302,10239,0,0,0,0,0,0
2009-06-17,82383,183844,96455,1029,1844,2951,5267,1714,3771,5578,9215,16245,24263,10506,0,0,0,0,0,0
2009-06-18,82439,184067,96557,1029,1843,2950,5267,1713,3769,5573,9207,16232,24201,10655,0,0,0,0,0,0
2009-06-19,82466,184314,96693,1029,1843,2949,5264,1712,3756,5570,9199,16207,24145,10792,0,0,0,0,0,0
2009-06-20,82601,184457,96775,1029,1843,2949,5264,1712,3754,5567,9196,16192,24123,10972,0,0,0,0,0,0
2009-06-21,82738,184519,96811,1029,1843,2949,5264,1711,3752,5565,9194,16179,24106,11146,0,0,0,0,0,0
2009-06-22,82876,184600,96832,1029,1843,2949,5264,1711,3752,5564,9192,16172,24093,11307,0,0,0,0,0,0
2009-06-23,83006,184813,96927,1029,1843,2948,5263,1711,3750,5560,9186,16158,24058,11500,0,0,0,0,0,0
2009-06-24,83147,185001,97004,1029,1843,2948,5261,1710,3746,5558,9168,16116,24019,11749,0,0,0,0,0,0
2009-06-25,83249,185167,97082,1028,1843,2947,5261,1709,3745,5555,9159,16082,23986,11934,0,0,0,0,0,0
2009-06-26,83373,185364,97169,1028,1842,2947,5260,1708,3744,5549,9153,16049,23940,12153,0,0,0,0,0,0
2009-06-27,83409,185594,97282,1028,1842,2947,5260,1708,3740,5543,9145,16028,23885,12283,0,0,0,0,0,0
2009-06-28,83521,185673,97329,1028,1842,2947,5259,1708,3738,5539,9142,16023,23858,12437,0,0,0,0,0,0
2009-06-29,83660,185708,97348,1028,1842,2947,5259,1707,3738,5535,9140,16019,23854,12591,0,0,0,0,0,0
2009-06-30,83675,185904,97467,1028,1842,2947,5257,1707,3733,5534,9132,16011,23831,12653,0,0,0,0,0,0
2009-07-01,83738,186031,97536,1028,1842,2946,5256,1707,3732,5533,9125,15998,23813,12758,0,0,0,0,0,0
2009-07-02,83880,186111,97578,1028,1842,2946,5256,1706,3730,5531,9118,15994,23799,12930,0,0,0,0,0,0
2009-07-03,83978,186246,97671,1028,1841,2946,5255,1706,3728,5531,9112,15985,23773,13073,0,0,0,0,0,0
2009-07-04,84092,186358,97750,1028,1841,2946,5255,1706,3727,5524,9109,15980,23755,13221,0,0,0,0,0,0
2009-07-05,84235,186410,97775,1028,1841,2946,5254,1706,3727,5521,9105,15974,23746,13387,0,0,0,0,0,0
2009-07-06,84334,186471,97804,1028,1841,2946,5253,1706,3726,5520,9103,15969,23735,13507,0,0,0,0,0,0
2009-07-07,84371,186636,97910,1028,1841,2946,5251,1706,3725,5520,9100,15960,23708,13586,0,0,0,0,0,0
2009-07-08,84476,186815,97980,1028,1841,2946,5250,1705,3724,5510,9086,15943,23649,13794,0,0,0,0,0,0
2009-07-09,84482,187012,98113,1028,1841,2946,5250,1704,3723,5506,9078,15915,23617,13874,0,0,0,0,0,0
2009-07-10,84553,187147,98194,1028,1841,2946,5247,1702,3715,5502,9074,15907,23587,14004,0,0,0,0,0,0
2009-07-11,84499,187380,98301,1028,1841,2946,5246,1701,3714,5493,9062,15895,23515,14058,0,0,0,0,0,0
2009-07-12,84587,187446,98338,1028,1841,2946,5246,1700,3713,5493,9062,15890,23502,14166,0,0,0,0,0,0
2009-07-13,84650,187538,98387,1028,1841,2946,5245,1699,3710,5488,9057,15879,23488,14269,0,0,0,0,0,0
2009-07-14,84762,187688,98486,1028,1841,2946,5244,1698,3709,5488,9051,15872,23464,14421,0,0,0,0,0,0
2009-07-15,84728,187981,98618,1028,1840,2946,5243,1697,3705,5482,9047,15838,23406,14496,0,0,0,0,0,0
2009-07-16,84674,188294,98734,1028,1840,2946,5243,1696,3700,5474,9025,15784,23309,14629,0,0,0,0,0,0
2009-07-17,84467,188723,98935,1028,1840,2946,5242,1696,3698,5459,8996,15712,23160,14690,0,0,0,0,0,0
2009-07-18,84532,188899,99033,1028,1840,2946,5242,1695,3697,5445,8991,15701,23134,14813,0,0,0,0,0,0
2009-07-19,84593,189014,99084,1028,1840,2945,5242,1694,3695,5425,8987,15694,23102,14941,0,0,0,0,0,0
2009-07-20,84724,189048,99097,1028,1840,2945,5242,1694,3695,5422,8986,15691,23095,15086,0,0,0,0,0,0
2009-07-21,84699,189289,99219,1028,1840,2945,5242,1693,3693,5416,8983,15678,23072,15109,0,0,0,0,0,0
2009-07-22,84821,189424,99282,1028,1840,2944,5240,1692,3693,5413,8979,15668,23025,15299,0,0,0,0,0,0
2009-07-23,84941,189562,99357,1028,1840,2944,5239,1692,3690,5409,8972,15657,22997,15473,0,0,0,0,0,0
2009-07-24,85072,189752,99443,1028,1840,2944,5239,1692,3688,5400,8964,15631,22953,15693,0,0,0,0,0,0
2009-07-25,84922,190203,99613,1028,1839,2943,5239,1688,3684,5394,8955,15542,22811,15799,0,0,0,0,0,0
2009-07-26,85070,190270,99653,1028,1839,2943,5239,1687,3683,5391,8950,15536,22803,15971,0,0,0,0,0,0
2009-07-27,85175,190390,99703,1028,1839,2943,5238,1687,3678,5370,8943,15510,22786,16153,0,0,0,0,0,0
2009-07-28,84941,190880,99860,1028,1839,2943,5236,1686,3672,5367,8932,15466,22598,16174,0,0,0,0,0,0
2009-07-29,85040,191089,99969,1028,1839,2942,5236,1683,3669,5363,8926,15454,22579,16321,0,0,0,0,0,0
2009-07-30,85159,191333,100062,1028,1839,2942,5232,1679,3665,5355,8905,15419,22532,16563,0,0,0,0,0,0
2009-07-31,85251,191499,100166,1028,1839,2942,5229,1677,3664,5355,8899,15415,22503,16700,0,0,0,0,0,0
2009-08-01,85316,191650,100237,1028,1839,2942,5229,1677,3663,5352,8894,15382,22456,16854,0,0,0,0,0,0
2009-08-02,85398,191735,100300,1028,1839,2938,5226,1676,3662,5343,8892,15377,22438,16979,0,0,0,0,0,0
2009-08-03,85503,191812,100323,1028,1839,2938,5226,1676,3660,5338,8889,15372,22428,17109,0,0,0,0,0,0
2009-08-04,85624,191948,100416,1028,1839,2938,5225,1676,3658,5337,8886,15365,22416,17256,0,0,0,0,0,0
2009-08-05,85741,192057,100487,1028,1839,2938,5223,1675,3658,5335,8879,15354,22406,17406,0,0,0,0,0,0
2009-08-06,85834,192186,100562,1028,1839,2938,5223,1675,3656,5330,8870,15343,22386,17546,0,0,0,0,0,0
2009-08-07,85953,192296,100626,1028,1839,2938,5222,1672,3654,5325,8869,15336,22367,17703,0,0,0,0,0,0
2009-08-08,86105,192399,100691,1028,1839,2937,5222,1671,3650,5324,8864,15329,22348,17893,0,0,0,0,0,0
2009-08-09,86226,192451,100721,1028,1839,2937,5221,1671,3650,5323,8861,15324,22341,18031,0,0,0,0,0,0
2009-08-10,86336,192507,100747,1028,1839,2937,5221,1671,3648,5322,8860,15322,22326,18162,0,0,0,0,0,0
2009-08-11,86461,192674,100848,1028,1839,2937,5220,1671,3646,5320,8853,15308,22293,18346,0,0,0,0,0,0
2009-08-12,86585,192849,100945,1028,1839,2936,5220,1669,3646,5318,8848,15292,22265,18524,0,0,0,0,0,0
2009-08-13,86666,193015,101025,1028,1839,2936,5220,1668,3644,5312,8842,15266,22240,18671,0,0,0,0,0,0
2009-08-14,86841,193172,101109,1028,1839,2936,5216,1668,3642,5310,8838,15250,22204,18910,0,0,0,0,0,0
2009-08-15,86922,193355,101207,1028,1839,2936,5214,1668,3640,5305,8831,15238,22175,19048,0,0,0,0,0,0
2009-08-16,86899,193577,101400,1028,1839,2936,5214,1668,3639,5305,8830,15232,22159,19049,0,0,0,0,0,0
2009-08-17,86985,193687,101458,1028,1839,2936,5211,1666,3638,5302,8823,15230,22137,19175,0,0,0,0,0,0
2009-08-18,87111,193857,101567,1028,1839,2936,5208,1665,3637,5299,8820,15224,22106,19349,0,0,0,0,0,0
2009-08-19,87161,194053,101671,1028,1839,2936,5207,1663,3637,5298,8817,15207,22066,19463,0,0,0,0,0,0
2009-08-20,87230,194251,101810,1028,1839,2936,5207,1663,3635,5293,8816,15201,22042,19570,0,0,0,0,0,0
2009-08-21,87382,194376,101888,1028,1839,2936,5207,1661,3635,5289,8812,15192,22018,19765,0,0,0,0,0,0
2009-08-22,87398,194581,101962,1028,1839,2936,5207,1661,3632,5281,8804,15169,21983,19858,0,0,0,0,0,0
2009-08-23,87480,194664,102011,1028,1839,2936,5207,1660,3629,5281,8800,15163,21967,19970,0,0,0,0,0,0
2009-08-24,87582,194746,102049,1028,1839,2936,5206,1660,3627,5279,8795,15153,21951,20108,0,0,0,0,0,0
2009-08-25,87593,195020,102240,1028,1839,2935,5205,1660,3625,5276,8787,15140,21907,20191,0,0,0,0,0,0
2009-08-26,87626,195304,102391,1028,1839,2932,5201,1656,3621,5264,8762,15103,21866,20354,0,0,0,0,0,0
2009-08-27,87612,195661,102648,1028,1839,2932,5197,1654,3618,5252,8754,15052,21844,20442,0,0,0,0,0,0
2009-08-28,87654,195955,102787,1028,1839,2931,5195,1653,3617,5247,8747,15028,21775,20594,0,0,0,0,0,0
2009-08-29,87800,196117,102886,1028,1839,2931,5195,1653,3614,5244,8738,15020,21747,20791,0,0,0,0,0,0
2009-08-30,87933,196185,102929,1028,1839,2931,5195,1653,3612,5241,8737,15013,21743,20941,0,0,0,0,0,0
2009-08-31,88030,196281,102970,1028,1839,2930,5194,1651,3612,5240,8730,14996,21725,21085,0,0,0,0,0,0
2009-09-01,88127,196486,103105,1028,1839,2930,5191,1651,3612,5236,8722,14980,21703,21235,0,0,0,0,0,0
2009-09-02,88139,196716,103250,1028,1839,2930,5190,1649,3611,5220,8705,14950,21673,21344,0,0,0,0,0,0
2009-09-03,88168,196931,103358,1028,1839,2930,5190,1649,3607,5213,8699,14932,21622,21459,0,0,0,0,0,0
2009-09-04,88131,197271,103488,1028,1839,2929,5188,1643,3595,5192,8677,14876,21547,21617,0,0,0,0,0,0
2009-09-05,88215,197467,103596,1028,1839,2929,5188,1642,3594,5187,8669,14861,21522,21756,0,0,0,0,0,0
2009-09-06,88348,197553,103641,1028,1839,2929,5187,1641,3592,5180,8664,14851,21510,21927,0,0,0,0,0,0
2009-09-07,88509,197614,103677,1028,1839,2929,5187,1640,3591,5179,8663,14844,21503,22106,0,0,0,0,0,0
2009-09-08,88640,197828,103803,1028,1839,2928,5187,1638,3589,5175,8662,14837,21477,22280,0,0,0,0,0,0
2009-09-09,88629,198146,103961,1028,1838,2928,5187,1635,3587,5169,8655,14825,21432,22345,0,0,0,0,0,0
2009-09-10,88644,198426,104077,1028,1838,2928,5180,1635,3587,5166,8649,14810,21394,22429,0,0,0,0,0,0
2009-09-11,88694,198720,104268,1028,1838,2928,5176,1631,3582,5160,8638,14785,21368,22560,0,0,0,0,0,0
2009-09-12,88665,199098,104459,1028,1838,2928,5174,1627,3579,5147,8611,14752,21306,22675,0,0,0,0,0,0
2009-09-13,88849,199183,104518,1028,1838,2928,5174,1627,3579,5145,8609,14747,21290,22884,0,0,0,0,0,0
2009-09-14,89036,199256,104563,1028,1838,2928,5174,1626,3576,5141,8606,14735,21287,23097,0,0,0,0,0,0
2009-09-15,89059,199573,104802,1028,1838,2928,5172,1625,3573,5134,8597,14712,21243,23209,0,0,0,0,0,0
2009-09-16,89143,199897,104996,1028,1837,2927,5169,1623,3571,5126,8586,14686,21201,23389,0,0,0,0,0,0
2009-09-17,89334,200106,105108,1028,1837,2927,5167,1621,3569,5124,8579,14673,21184,23625,0,0,0,0,0,0
2009-09-18,89463,200342,105271,1028,1837,2927,5167,1620,3569,5122,8571,14667,21162,23793,0,0,0,0,0,0
2009-09-19,89659,200571,105430,1028,1837,2926,5165,1619,3567,5118,8560,14650,21138,24051,0,0,0,0,0,0
2009-09-20,89838,200674,105501,1028,1837,2926,5164,1619,3566,5117,8558,14646,21109,24268,0,0,0,0,0,0
2009-09-21,89893,200838,105582,1028,1837,2926,5163,1618,3563,5112,8544,14619,21081,24402,0,0,0,0,0,0
2009-09-22,90034,201101,105763,1028,1836,2925,5162,1618,3560,5108,8536,14602,21059,24600,0,0,0,0,0,0
2009-09-23,90067,201381,105960,1028,1836,2925,5162,1616,3558,5104,8521,14582,21040,24695,0,0,0,0,0,0
2009-09-24,90229,201591,106101,1028,1836,2925,5160,1611,3554,5104,8516,14575,21031,24889,0,0,0,0,0,0
2009-09-25,90279,201902,106326,1028,1836,2925,5159,1609,3552,5101,8509,14561,20983,25016,0,0,0,0,0,0
2009-09-26,90423,202118,106485,1028,1836,2925,5158,1609,3551,5099,8505,14550,20952,25210,0,0,0,0,0,0
2009-09-27,90529,202254,106578,1028,1836,2925,5158,1609,3547,5096,8500,14541,20925,25364,0,0,0,0,0,0
2009-09-28,90599,202437,106652,1028,1836,2925,5158,1609,3547,5083,8489,14508,20883,25533,0,0,0,0,0,0
2009-09-29,90734,202639,106788,1028,1836,2925,5157,1609,3543,5082,8484,14497,20869,25704,0,0,0,0,0,0
2009-09-30,90752,202959,106886,1028,1836,2925,5155,1607,3537,5080,8477,14484,20804,25819,0,0,0,0,0,0
2009-10-01,90879,203182,107007,1028,1836,2925,5153,1607,3536,5078,8470,14466,20763,26017,0,0,0,0,0,0
2009-10-02,91002,203335,107050,1028,1836,2924,5153,1607,3535,5071,8468,14462,20730,26188,0,0,0,0,0,0
2009-10-03,91048,203690,107280,1028,1836,2924,5153,1607,3531,5062,8461,14444,20697,26305,0,0,0,0,0,0
2009-10-04,91224,203973,107391,1028,1836,2924,5152,1605,3522,5032,8450,14418,20647,26610,0,0,0,0,0,0
2009-10-05,91483,204147,107473,1028,1836,2923,5152,1604,3514,5021,8437,14407,20633,26928,0,0,0,0,0,0
2009-10-06,91570,204588,107736,1027,1836,2923,5149,1602,3511,5015,8425,14375,20601,27106,0,0,0,0,0,0
2009-10-07,91736,204954,107968,1027,1836,2922,5146,1597,3509,5010,8413,14351,20563,27362,0,0,0,0,0,0
2009-10-08,91853,205362,108254,1027,1836,2922,5143,1596,3504,5001,8402,14309,20507,27606,0,0,0,0,0,0
2009-10-09,92062,205686,108473,1027,1835,2922,5142,1595,3503,4998,8394,14295,20484,27867,0,0,0,0,0,0
2009-10-10,92191,206007,108671,1027,1835,2922,5140,1595,3501,4992,8384,14284,20448,28063,0,0,0,0,0,0
2009-10-11,92387,206163,108773,1027,1835,2922,5139,1595,3499,4988,8380,14278,20423,28301,0,0,0,0,0,0
2009-10-12,92692,206279,108849,1027,1835,2922,5139,1595,3497,4985,8377,14274,20413,28628,0,0,0,0,0,0
2009-10-13,92802,206633,109084,1027,1834,2921,5139,1595,3492,4979,8369,14264,20384,28798,0,0,0,0,0,0
2009-10-14,92967,206964,109298,1027,1834,2921,5138,1595,3489,4978,8347,14248,20361,29029,0,0,0,0,0,0
2009-10-15,93035,207410,109564,1027,1834,2921,5137,1595,3485,4963,8330,14230,20313,29200,0,0,0,0,0,0
2009-10-16,93240,207735,109748,1027,1834,2920,5137,1594,3482,4949,8313,14211,20285,29488,0,0,0,0,0,0
2009-10-17,93513,207939,109858,1027,1834,2920,5136,1594,3481,4946,8285,14193,20268,29829,0,0,0,0,0,0
2009-10-18,93759,208039,109928,1026,1834,2920,5136,1594,3481,4946,8282,14190,20259,30091,0,0,0,0,0,0
2009-10-19,94028,208151,109993,1026,1834,2920,5136,1594,3478,4944,8270,14185,20246,30395,0,0,0,0,0,0
2009-10-20,94157,208511,110243,1026,1834,2920,5134,1593,3473,4940,8261,14165,20220,30591,0,0,0,0,0,0
2009-10-21,94349,208815,110444,1026,1834,2920,5132,1593,3472,4934,8245,14152,20195,30846,0,0,0,0,0,0
2009-10-22,94521,209021,110508,1026,1834,2920,5132,1590,3465,4928,8232,14130,20166,31098,0,0,0,0,0,0
2009-10-23,94666,209325,110666,1026,1834,2920,5132,1590,3463,4920,8208,14110,20139,31324,0,0,0,0,0,0
2009-10-24,94900,209565,110795,1026,1834,2920,5132,1588,3462,4915,8205,14099,20119,31600,0,0,0,0,0,0
2009-10-25,95107,209714,110875,1026,1834,2920,5131,1587,3462,4915,8201,14086,20098,31847,0,0,0,0,0,0
2009-10-26,95349,209861,110960,1026,1834,2920,5131,1587,3462,4915,8192,14081,20090,32111,0,0,0,0,0,0
2009-10-27,95476,210219,111134,1026,1834,2919,5131,1587,3459,4909,8191,14064,20065,32291,0,0,0,0,0,0
2009-10-28,95662,210386,111198,1026,1834,2919,5130,1585,3457,4902,8178,14050,20047,32534,0,0,0,0,0,0
2009-10-29,95870,210582,111261,1026,1834,2919,5129,1585,3456,4901,8170,14042,20033,32756,19,0,0,0,0,0
2009-10-30,96124,210750,111332,1026,1834,2919,5127,1583,3454,4897,8154,14026,20004,32681,419,0,0,0,0,0
2009-10-31,96732,210929,111427,1026,1834,2919,5127,1583,3454,4895,8150,14016,19984,32583,1161,0,0,0,0,0
2009-11-01,97293,211066,111464,1026,1833,2919,5127,1583,3454,4893,8139,13992,19970,32542,1815,0,0,0,0,0
2009-11-02,98006,211164,111498,1026,1833,2919,5127,1583,3453,4890,8139,13989,19961,32517,2569,0,0,0,0,0
2009-11-03,98606,211426,111587,1026,1833,2918,5126,1578,3448,4885,8121,13951,19935,32452,3333,0,0,0,0,0
2009-11-04,99163,211644,111684,1026,1833,2918,5126,1578,3448,4882,8118,13943,19917,32369,4005,0,0,0,0,0
2009-11-05,99558,211940,111778,1026,1833,2917,5126,1578,3445,4879,8107,13924,19898,32234,4591,0,0,0,0,0
2009-11-06,99751,212318,111857,1026,1833,2917,5123,1577,3441,4871,8101,13895,19800,32077,5090,0,0,0,0,0
2009-11-07,100131,212494,111920,1026,1832,2917,5122,1575,3441,4868,8096,13886,19772,32019,5577,0,0,0,0,0
2009-11-08,100481,212632,111977,1026,1832,2917,5121,1575,3439,4863,8093,13878,19764,31956,6017,0,0,0,0,0
2009-11-09,100804,212739,112024,1026,1832,2916,5120,1573,3437,4862,8083,13869,19746,31926,6414,0,0,0,0,0
2009-11-10,101012,212952,112118,1026,1832,2916,5120,1572,3437,4860,8075,13854,19736,31862,6722,0,0,0,0,0
2009-11-11,101157,213219,112210,1026,1832,2916,5118,1571,3432,4858,8067,13840,19706,31749,7042,0,0,0,0,0
2009-11-12,101334,213421,112321,1026,1832,2916,5118,1571,3430,4857,8065,13833,19695,31701,7290,0,0,0,0,0
2009-11-13,101549,213562,112367,1026,1832,2915,5118,1570,3429,4856,8062,13829,19681,31647,7584,0,0,0,0,0
2009-11-14,101694,213790,112467,1026,1832,2914,5086,1566,3427,4852,8060,13815,19669,31570,7877,0,0,0,0,0
2009-11-15,101858,213911,112514,1026,1832,2914,5085,1565,3427,4850,8053,13807,19650,31529,8120,0,0,0,0,0
2009-11-16,101987,214053,112562,1026,1832,2913,5083,1562,3425,4848,8046,13796,19634,31489,8333,0,0,0,0,0
2009-11-17,102180,214150,112585,1026,1832,2912,5083,1562,3422,4848,8036,13792,19627,31468,8572,0,0,0,0,0
2009-11-18,102304,214332,112699,1026,1831,2911,5082,1560,3419,4847,8024,13783,19607,31417,8797,0,0,0,0,0
2009-11-19,102478,214441,112744,1026,1830,2911,5082,1560,3418,4846,8017,13766,19592,31396,9034,0,0,0,0,0
2009-11-20,102648,214528,112796,1026,1830,2910,5082,1557,3413,4842,8005,13762,19582,31381,9258,0,0,0,0,0
2009-11-21,102755,214685,112866,1026,1830,2910,5081,1523,3388,4824,7996,13758,19571,31360,9488,0,0,0,0,0
2009-11-22,102927,214742,112883,1026,1830,2910,5081,1522,3388,4822,7991,13754,19564,31343,9696,0,0,0,0,0
2009-11-23,103069,214819,112910,1026,1829,2908,5081,1520,3388,4821,7983,13743,19555,31330,9885,0,0,0,0,0
2009-11-24,103015,215122,113125,1025,1829,2908,5080,1519,3388,4819,7980,13733,19536,31272,9926,0,0,0,0,0
2009-11-25,103151,215273,113221,1025,1829,2908,5079,1519,3386,4815,7976,13720,19528,31237,10129,0,0,0,0,0
2009-11-26,103259,215518,113286,1025,1828,2908,5079,1519,3386,4813,7967,13710,19514,31117,10393,0,0,0,0,0
2009-11-27,103369,215645,113341,1024,1828,2907,5078,1519,3386,4809,7963,13702,19492,31085,10576,0,0,0,0,0
2009-11-28,103494,215765,113423,1024,1828,2907,5078,1517,3386,4808,7957,13693,19477,31065,10754,0,0,0,0,0
2009-11-29,103757,215853,113458,1024,1828,2906,5077,1516,3385,4806,7955,13690,19468,31028,11074,0,0,0,0,0
2009-11-30,103817,216019,113505,1023,1828,2906,5077,1515,3384,4805,7952,13646,19440,30991,11250,0,0,0,0,0
2009-12-01,103880,216238,113567,1023,1826,2905,5077,1514,3379,4800,7947,13634,19421,30930,11424,0,0,0,0,0
